,C_CID,C_RES,C_Scope,C_URI,R_AC,R_Scope,R_Token,R_data,R_i_state,grant,i_state,CR_AC,CR_CID,CR_GT,CR_Token,CR_URI,Token,UR_AC,UR_CID,UR_GT,UR_URI,data,timeOut,U_AC,U_CID,U_RES,U_Scope,U_URI,U_i_state,label
9049,48963,2,1,48739,14585,1,29362,3431,37126,1,37126,7563,48963,1,29362,48739,29362,14585,48963,1,48739,3431,7,14585,48963,2,1,48739,37126,4
9050,41415,1,1,48017,35006,1,45823,47829,23826,1,23826,27484,41415,1,45823,48017,45823,35006,41415,1,48017,47829,3,35006,41415,1,1,48017,23826,4
9051,10923,1,1,5471,29937,1,42523,21897,19355,2,19355,7944,10923,2,42523,5471,42523,29937,10923,2,5471,21897,7,29937,10923,1,1,5471,19355,4
9052,15716,2,2,9169,29894,2,30652,36029,12382,1,12382,41111,15716,1,30652,9169,30652,29894,15716,1,9169,36029,3,29894,15716,2,2,9169,12382,4
9053,7277,1,2,13444,11122,2,6384,23962,1589,1,1589,2421,7277,1,6384,13444,6384,11122,7277,1,13444,23962,9,11122,7277,1,2,13444,1589,4
9054,12364,1,2,23121,46538,2,19590,31112,23354,1,23354,2455,12364,1,19590,23121,19590,46538,12364,1,23121,31112,10,46538,12364,1,2,23121,23354,4
9055,13175,1,1,5950,16930,1,39701,30241,28991,2,28991,12915,13175,2,39701,5950,39701,16930,13175,2,5950,30241,8,16930,13175,1,1,5950,28991,4
9056,46521,1,2,40137,48439,2,26448,46829,23201,2,23201,39782,46521,2,26448,40137,26448,48439,46521,2,40137,46829,10,48439,46521,1,2,40137,23201,4
9057,25748,1,2,41939,37220,2,42204,4753,32540,1,32540,30027,25748,1,42204,41939,42204,37220,25748,1,41939,4753,10,37220,25748,1,2,41939,32540,4
9058,44002,2,2,2166,4325,2,42600,6330,19489,2,19489,40944,44002,2,42600,2166,42600,4325,44002,2,2166,6330,7,4325,44002,2,2,2166,19489,4
9059,20510,1,2,24210,15372,2,14911,43181,16500,1,16500,11714,20510,1,14911,24210,14911,15372,20510,1,24210,43181,6,15372,20510,1,2,24210,16500,4
9060,3605,2,2,45101,25221,2,43159,17474,48396,2,48396,31054,3605,2,43159,45101,43159,25221,3605,2,45101,17474,10,25221,3605,2,2,45101,48396,4
9061,15999,2,1,21031,8291,1,28826,7229,32723,2,32723,10598,15999,2,28826,21031,28826,8291,15999,2,21031,7229,3,8291,15999,2,1,21031,32723,4
9062,22195,1,2,26860,18913,2,40808,17726,18344,1,18344,44786,22195,1,40808,26860,40808,18913,22195,1,26860,17726,10,18913,22195,1,2,26860,18344,4
9063,30003,2,1,32858,37185,1,37469,48168,47038,1,47038,43876,30003,1,37469,32858,37469,37185,30003,1,32858,48168,5,37185,30003,2,1,32858,47038,4
9064,11388,2,2,21171,47915,2,9611,291,39699,1,39699,11074,11388,1,9611,21171,9611,47915,11388,1,21171,291,3,47915,11388,2,2,21171,39699,4
9065,32425,2,1,32737,3451,1,22297,28360,40808,1,40808,24460,32425,1,22297,32737,22297,3451,32425,1,32737,28360,10,3451,32425,2,1,32737,40808,4
9066,15802,1,1,40005,18474,1,28287,10685,7559,2,7559,37643,15802,2,28287,40005,28287,18474,15802,2,40005,10685,10,18474,15802,1,1,40005,7559,4
9067,45764,2,2,14535,18313,2,38367,15430,47177,2,47177,15020,45764,2,38367,14535,38367,18313,45764,2,14535,15430,7,18313,45764,2,2,14535,47177,4
9068,1185,2,1,7814,37848,1,18488,30227,27912,1,27912,21782,1185,1,18488,7814,18488,37848,1185,1,7814,30227,8,37848,1185,2,1,7814,27912,4
9069,42196,2,2,28764,7066,2,41523,39245,30111,1,30111,40734,42196,1,41523,28764,41523,7066,42196,1,28764,39245,10,7066,42196,2,2,28764,30111,4
9070,9331,2,1,15478,12989,1,25854,39706,33434,1,33434,18582,9331,1,25854,15478,25854,12989,9331,1,15478,39706,7,12989,9331,2,1,15478,33434,4
9071,21681,1,1,41503,7289,1,16327,5831,28598,2,28598,26159,21681,2,16327,41503,16327,7289,21681,2,41503,5831,3,7289,21681,1,1,41503,28598,4
9072,3800,2,2,45758,2194,2,32227,16749,32109,2,32109,828,3800,2,32227,45758,32227,2194,3800,2,45758,16749,9,2194,3800,2,2,45758,32109,4
9073,2671,1,2,24621,6577,2,45045,8590,26848,1,26848,13996,2671,1,45045,24621,45045,6577,2671,1,24621,8590,9,6577,2671,1,2,24621,26848,4
9074,1465,1,1,5111,33906,1,48194,16300,30629,2,30629,16268,1465,2,48194,5111,48194,33906,1465,2,5111,16300,7,33906,1465,1,1,5111,30629,4
9075,39859,2,2,24244,40990,2,13485,5782,12633,1,12633,28180,39859,1,13485,24244,13485,40990,39859,1,24244,5782,6,40990,39859,2,2,24244,12633,4
9076,12796,1,2,45196,35060,2,26147,14048,17180,1,17180,21694,12796,1,26147,45196,26147,35060,12796,1,45196,14048,6,35060,12796,1,2,45196,17180,4
9077,48069,1,2,18135,3841,2,44211,47166,48905,2,48905,13778,48069,2,44211,18135,44211,3841,48069,2,18135,47166,6,3841,48069,1,2,18135,48905,4
9078,22789,2,2,1114,8888,2,2679,45237,4775,1,4775,1038,22789,1,2679,1114,2679,8888,22789,1,1114,45237,3,8888,22789,2,2,1114,4775,4
9079,27623,1,2,43800,41519,2,38236,27728,24487,2,24487,38975,27623,2,38236,43800,38236,41519,27623,2,43800,27728,8,41519,27623,1,2,43800,24487,4
9080,22182,1,2,31509,27463,2,23831,30744,34434,1,34434,6544,22182,1,23831,31509,23831,27463,22182,1,31509,30744,3,27463,22182,1,2,31509,34434,4
9081,19205,2,2,16914,17460,2,16151,29822,33627,2,33627,38083,19205,2,16151,16914,16151,17460,19205,2,16914,29822,9,17460,19205,2,2,16914,33627,4
9082,703,2,1,38187,34400,1,28013,6317,34282,1,34282,45291,703,1,28013,38187,28013,34400,703,1,38187,6317,8,34400,703,2,1,38187,34282,4
9083,2444,1,2,22647,49059,2,23978,4396,17088,1,17088,39514,2444,1,23978,22647,23978,49059,2444,1,22647,4396,5,49059,2444,1,2,22647,17088,4
9084,40150,1,1,39162,33864,1,33575,42143,47987,1,47987,10818,40150,1,33575,39162,33575,33864,40150,1,39162,42143,4,33864,40150,1,1,39162,47987,4
9085,30144,1,2,47017,6725,2,37228,14105,16961,1,16961,18151,30144,1,37228,47017,37228,6725,30144,1,47017,14105,3,6725,30144,1,2,47017,16961,4
9086,4132,1,1,32951,612,1,17752,39908,2663,2,2663,9592,4132,2,17752,32951,17752,612,4132,2,32951,39908,5,612,4132,1,1,32951,2663,4
9087,30623,2,2,43925,13583,2,38594,29519,17866,2,17866,18525,30623,2,38594,43925,38594,13583,30623,2,43925,29519,10,13583,30623,2,2,43925,17866,4
9088,7526,1,2,17464,24563,2,13835,17117,33662,2,33662,2726,7526,2,13835,17464,13835,24563,7526,2,17464,17117,7,24563,7526,1,2,17464,33662,4
9089,45547,1,1,881,5940,1,45659,6948,19077,1,19077,36808,45547,1,45659,881,45659,5940,45547,1,881,6948,4,5940,45547,1,1,881,19077,4
9090,49404,1,2,38234,46184,2,3361,48999,41309,1,41309,27791,49404,1,3361,38234,3361,46184,49404,1,38234,48999,5,46184,49404,1,2,38234,41309,4
9091,19929,1,2,6408,18079,2,44760,39449,929,2,929,22766,19929,2,44760,6408,44760,18079,19929,2,6408,39449,5,18079,19929,1,2,6408,929,4
9092,3387,2,2,41218,12530,2,39927,599,14430,1,14430,19899,3387,1,39927,41218,39927,12530,3387,1,41218,599,5,12530,3387,2,2,41218,14430,4
9093,43524,1,2,5689,46381,2,8833,37187,30161,2,30161,42747,43524,2,8833,5689,8833,46381,43524,2,5689,37187,8,46381,43524,1,2,5689,30161,4
9094,42806,2,2,34811,49180,2,39813,34242,39293,2,39293,1868,42806,2,39813,34811,39813,49180,42806,2,34811,34242,6,49180,42806,2,2,34811,39293,4
9095,17950,1,2,27722,19705,2,1103,20204,5410,2,5410,40815,17950,2,1103,27722,1103,19705,17950,2,27722,20204,5,19705,17950,1,2,27722,5410,4
9096,18537,1,1,8161,3603,1,34034,36089,18540,1,18540,31193,18537,1,34034,8161,34034,3603,18537,1,8161,36089,5,3603,18537,1,1,8161,18540,4
9097,10265,1,1,20068,24368,1,26035,37176,39311,1,39311,16022,10265,1,26035,20068,26035,24368,10265,1,20068,37176,7,24368,10265,1,1,20068,39311,4
9098,35627,1,1,22765,33979,1,32112,7279,22216,1,22216,32064,35627,1,32112,22765,32112,33979,35627,1,22765,7279,3,33979,35627,1,1,22765,22216,4
9099,8683,2,2,37811,13182,2,18843,16621,34948,2,34948,34248,8683,2,18843,37811,18843,13182,8683,2,37811,16621,5,13182,8683,2,2,37811,34948,4
9100,411,2,2,5811,7862,2,19830,11845,22159,2,22159,23144,411,2,19830,5811,19830,7862,411,2,5811,11845,5,7862,411,2,2,5811,22159,4
9101,17586,2,1,7919,37230,1,17727,6048,47641,1,47641,3726,17586,1,17727,7919,17727,37230,17586,1,7919,6048,10,37230,17586,2,1,7919,47641,4
9102,18206,1,2,41071,23096,2,30800,12802,43847,2,43847,27262,18206,2,30800,41071,30800,23096,18206,2,41071,12802,6,23096,18206,1,2,41071,43847,4
9103,5370,1,1,22960,45172,1,49786,33937,33341,2,33341,27561,5370,2,49786,22960,49786,45172,5370,2,22960,33937,9,45172,5370,1,1,22960,33341,4
9104,4102,2,1,35595,25107,1,1769,29068,40897,2,40897,636,4102,2,1769,35595,1769,25107,4102,2,35595,29068,8,25107,4102,2,1,35595,40897,4
9105,24024,1,1,12223,28900,1,36788,40466,40638,2,40638,18985,24024,2,36788,12223,36788,28900,24024,2,12223,40466,6,28900,24024,1,1,12223,40638,4
9106,376,1,2,24901,18211,2,20308,14520,37389,1,37389,49424,376,1,20308,24901,20308,18211,376,1,24901,14520,9,18211,376,1,2,24901,37389,4
9107,19309,2,2,22900,26040,2,27884,38040,35731,1,35731,24282,19309,1,27884,22900,27884,26040,19309,1,22900,38040,9,26040,19309,2,2,22900,35731,4
9108,28415,1,2,24992,16963,2,16898,46301,16288,2,16288,49313,28415,2,16898,24992,16898,16963,28415,2,24992,46301,7,16963,28415,1,2,24992,16288,4
9109,34055,1,1,13423,9957,1,33712,49314,4527,2,4527,43498,34055,2,33712,13423,33712,9957,34055,2,13423,49314,9,9957,34055,1,1,13423,4527,4
9110,6943,2,1,42105,7304,1,36231,30599,27073,1,27073,10522,6943,1,36231,42105,36231,7304,6943,1,42105,30599,6,7304,6943,2,1,42105,27073,4
9111,43201,1,2,26942,30002,2,5614,21038,10414,1,10414,49719,43201,1,5614,26942,5614,30002,43201,1,26942,21038,7,30002,43201,1,2,26942,10414,4
9112,36946,1,2,25451,607,2,39484,13816,1258,2,1258,12705,36946,2,39484,25451,39484,607,36946,2,25451,13816,5,607,36946,1,2,25451,1258,4
9113,32247,2,1,29925,34890,1,12762,27964,30125,1,30125,16947,32247,1,12762,29925,12762,34890,32247,1,29925,27964,6,34890,32247,2,1,29925,30125,4
9114,30136,1,2,33995,26008,2,18416,41386,11276,2,11276,31467,30136,2,18416,33995,18416,26008,30136,2,33995,41386,4,26008,30136,1,2,33995,11276,4
9115,8272,2,2,14479,8084,2,44951,27128,16986,2,16986,32606,8272,2,44951,14479,44951,8084,8272,2,14479,27128,9,8084,8272,2,2,14479,16986,4
9116,48633,1,2,4346,28107,2,19265,16952,24256,2,24256,41941,48633,2,19265,4346,19265,28107,48633,2,4346,16952,4,28107,48633,1,2,4346,24256,4
9117,31569,1,2,41831,48088,2,41268,15536,11223,2,11223,39345,31569,2,41268,41831,41268,48088,31569,2,41831,15536,9,48088,31569,1,2,41831,11223,4
9118,10003,2,1,13440,41211,1,23428,29439,22891,1,22891,40912,10003,1,23428,13440,23428,41211,10003,1,13440,29439,9,41211,10003,2,1,13440,22891,4
9119,12049,2,1,43795,35191,1,43903,44672,29817,1,29817,22970,12049,1,43903,43795,43903,35191,12049,1,43795,44672,9,35191,12049,2,1,43795,29817,4
9120,21011,1,2,19683,37334,2,21330,13093,18813,1,18813,28810,21011,1,21330,19683,21330,37334,21011,1,19683,13093,9,37334,21011,1,2,19683,18813,4
9121,30671,1,2,4363,19276,2,32140,20372,19314,2,19314,40806,30671,2,32140,4363,32140,19276,30671,2,4363,20372,7,19276,30671,1,2,4363,19314,4
9122,4791,1,1,39685,44309,1,31047,12720,21545,2,21545,35150,4791,2,31047,39685,31047,44309,4791,2,39685,12720,10,44309,4791,1,1,39685,21545,4
9123,42459,1,2,3841,1209,2,42226,16190,14545,2,14545,44946,42459,2,42226,3841,42226,1209,42459,2,3841,16190,8,1209,42459,1,2,3841,14545,4
9124,10449,1,1,43152,41351,1,25781,21931,18189,1,18189,9868,10449,1,25781,43152,25781,41351,10449,1,43152,21931,5,41351,10449,1,1,43152,18189,4
9125,26844,1,1,48264,15269,1,29701,7420,42012,1,42012,19788,26844,1,29701,48264,29701,15269,26844,1,48264,7420,7,15269,26844,1,1,48264,42012,4
9126,3676,1,2,21024,44243,2,1689,47406,44876,1,44876,33513,3676,1,1689,21024,1689,44243,3676,1,21024,47406,6,44243,3676,1,2,21024,44876,4
9127,47253,2,1,42301,15308,1,19690,6942,49985,2,49985,6286,47253,2,19690,42301,19690,15308,47253,2,42301,6942,3,15308,47253,2,1,42301,49985,4
9128,18573,1,2,48132,5980,2,13370,10858,19094,1,19094,45128,18573,1,13370,48132,13370,5980,18573,1,48132,10858,4,5980,18573,1,2,48132,19094,4
9129,38369,2,1,40128,38939,1,30073,25022,26315,2,26315,24167,38369,2,30073,40128,30073,38939,38369,2,40128,25022,8,38939,38369,2,1,40128,26315,4
9130,14302,1,1,10859,41728,1,13281,22629,1407,1,1407,47919,14302,1,13281,10859,13281,41728,14302,1,10859,22629,8,41728,14302,1,1,10859,1407,4
9131,45099,1,1,45104,36460,1,39151,39183,49274,1,49274,4082,45099,1,39151,45104,39151,36460,45099,1,45104,39183,5,36460,45099,1,1,45104,49274,4
9132,7628,2,1,36714,16973,1,35140,35058,8820,2,8820,35029,7628,2,35140,36714,35140,16973,7628,2,36714,35058,8,16973,7628,2,1,36714,8820,4
9133,27493,1,2,29362,37339,2,10436,27411,8252,2,8252,33846,27493,2,10436,29362,10436,37339,27493,2,29362,27411,4,37339,27493,1,2,29362,8252,4
9134,37725,2,2,23986,41731,2,39950,48260,3470,1,3470,41744,37725,1,39950,23986,39950,41731,37725,1,23986,48260,8,41731,37725,2,2,23986,3470,4
9135,27249,2,2,7058,23322,2,26187,1107,45762,1,45762,43746,27249,1,26187,7058,26187,23322,27249,1,7058,1107,6,23322,27249,2,2,7058,45762,4
9136,26290,1,1,13443,24326,1,10258,10295,39525,2,39525,21574,26290,2,10258,13443,10258,24326,26290,2,13443,10295,8,24326,26290,1,1,13443,39525,4
9137,17410,2,1,8836,23796,1,16244,47173,41356,2,41356,29900,17410,2,16244,8836,16244,23796,17410,2,8836,47173,10,23796,17410,2,1,8836,41356,4
9138,36988,1,1,10825,27778,1,19422,41829,32954,2,32954,41056,36988,2,19422,10825,19422,27778,36988,2,10825,41829,5,27778,36988,1,1,10825,32954,4
9139,20322,1,2,29864,24209,2,20499,40208,48356,1,48356,7220,20322,1,20499,29864,20499,24209,20322,1,29864,40208,5,24209,20322,1,2,29864,48356,4
9140,37093,1,1,31899,14719,1,38727,11017,4578,2,4578,6332,37093,2,38727,31899,38727,14719,37093,2,31899,11017,8,14719,37093,1,1,31899,4578,4
9141,33704,1,1,22595,742,1,28000,33595,46881,2,46881,17479,33704,2,28000,22595,28000,742,33704,2,22595,33595,8,742,33704,1,1,22595,46881,4
9142,3360,2,1,47481,12417,1,16591,37773,580,1,580,304,3360,1,16591,47481,16591,12417,3360,1,47481,37773,6,12417,3360,2,1,47481,580,4
9143,48947,1,1,30597,22465,1,4763,2098,26260,1,26260,13019,48947,1,4763,30597,4763,22465,48947,1,30597,2098,4,22465,48947,1,1,30597,26260,4
9144,37464,2,1,39625,23555,1,15520,20668,27155,1,27155,33347,37464,1,15520,39625,15520,23555,37464,1,39625,20668,3,23555,37464,2,1,39625,27155,4
9145,41548,2,1,29799,36870,1,43905,37729,14586,2,14586,37696,41548,2,43905,29799,43905,36870,41548,2,29799,37729,8,36870,41548,2,1,29799,14586,4
9146,43251,1,2,14179,44847,2,44287,8788,41277,2,41277,18474,43251,2,44287,14179,44287,44847,43251,2,14179,8788,3,44847,43251,1,2,14179,41277,4
9147,29589,1,2,28897,45076,2,18621,6905,22462,2,22462,40127,29589,2,18621,28897,18621,45076,29589,2,28897,6905,4,45076,29589,1,2,28897,22462,4
9148,21969,2,1,12823,29232,1,48171,23224,21787,2,21787,40311,21969,2,48171,12823,48171,29232,21969,2,12823,23224,7,29232,21969,2,1,12823,21787,4
9149,34598,1,1,7107,36021,1,22516,125,22575,1,22575,9190,34598,1,22516,7107,22516,36021,34598,1,7107,125,7,36021,34598,1,1,7107,22575,4
9150,2149,2,2,33272,3925,2,9391,37188,25449,1,25449,46635,2149,1,9391,33272,9391,3925,2149,1,33272,37188,8,3925,2149,2,2,33272,25449,4
9151,49438,1,1,4146,36342,1,13396,27787,40594,1,40594,21697,49438,1,13396,4146,13396,36342,49438,1,4146,27787,7,36342,49438,1,1,4146,40594,4
9152,36111,2,1,3980,37547,1,21516,20328,26345,1,26345,35645,36111,1,21516,3980,21516,37547,36111,1,3980,20328,6,37547,36111,2,1,3980,26345,4
9153,14398,2,2,33180,32301,2,14902,42337,45163,2,45163,14295,14398,2,14902,33180,14902,32301,14398,2,33180,42337,3,32301,14398,2,2,33180,45163,4
9154,9100,1,1,36357,46743,1,45805,20704,43075,2,43075,44966,9100,2,45805,36357,45805,46743,9100,2,36357,20704,6,46743,9100,1,1,36357,43075,4
9155,45116,1,2,26198,17849,2,666,15129,33567,1,33567,29112,45116,1,666,26198,666,17849,45116,1,26198,15129,3,17849,45116,1,2,26198,33567,4
9156,17140,2,2,36656,46625,2,25071,29866,36447,2,36447,910,17140,2,25071,36656,25071,46625,17140,2,36656,29866,7,46625,17140,2,2,36656,36447,4
9157,46033,2,1,4404,19517,1,46111,29315,32833,1,32833,27304,46033,1,46111,4404,46111,19517,46033,1,4404,29315,8,19517,46033,2,1,4404,32833,4
9158,25638,1,1,7630,48237,1,47596,27264,13151,1,13151,35167,25638,1,47596,7630,47596,48237,25638,1,7630,27264,6,48237,25638,1,1,7630,13151,4
9159,46261,1,2,33970,33897,2,28579,26297,25985,2,25985,29592,46261,2,28579,33970,28579,33897,46261,2,33970,26297,8,33897,46261,1,2,33970,25985,4
9160,3882,1,1,25744,42523,1,10079,3857,37954,2,37954,8680,3882,2,10079,25744,10079,42523,3882,2,25744,3857,4,42523,3882,1,1,25744,37954,4
9161,37442,1,1,22590,4915,1,4246,24276,32060,1,32060,20812,37442,1,4246,22590,4246,4915,37442,1,22590,24276,3,4915,37442,1,1,22590,32060,4
9162,23728,1,2,18906,37196,2,21574,12590,10594,2,10594,35587,23728,2,21574,18906,21574,37196,23728,2,18906,12590,9,37196,23728,1,2,18906,10594,4
9163,840,1,2,3060,38554,2,3100,14586,33061,2,33061,48282,840,2,3100,3060,3100,38554,840,2,3060,14586,4,38554,840,1,2,3060,33061,4
9164,48157,1,1,35710,20360,1,28234,26992,42983,2,42983,18585,48157,2,28234,35710,28234,20360,48157,2,35710,26992,4,20360,48157,1,1,35710,42983,4
9165,24151,1,1,9619,15666,1,25981,39884,16538,1,16538,16146,24151,1,25981,9619,25981,15666,24151,1,9619,39884,5,15666,24151,1,1,9619,16538,4
9166,25838,2,2,34696,6785,2,40129,33802,24600,1,24600,16775,25838,1,40129,34696,40129,6785,25838,1,34696,33802,4,6785,25838,2,2,34696,24600,4
9167,17102,1,2,15886,36501,2,2087,27776,19428,2,19428,9958,17102,2,2087,15886,2087,36501,17102,2,15886,27776,10,36501,17102,1,2,15886,19428,4
9168,16571,1,1,35519,20406,1,18826,25176,766,2,766,42735,16571,2,18826,35519,18826,20406,16571,2,35519,25176,3,20406,16571,1,1,35519,766,4
9169,12224,2,1,25810,44494,1,19045,17327,33590,2,33590,30844,12224,2,19045,25810,19045,44494,12224,2,25810,17327,3,44494,12224,2,1,25810,33590,4
9170,8674,1,2,48460,49654,2,10203,23212,14492,1,14492,9124,8674,1,10203,48460,10203,49654,8674,1,48460,23212,6,49654,8674,1,2,48460,14492,4
9171,3211,1,1,7209,17163,1,36478,8519,36030,1,36030,34598,3211,1,36478,7209,36478,17163,3211,1,7209,8519,4,17163,3211,1,1,7209,36030,4
9172,12359,1,1,46738,6528,1,26012,5418,447,1,447,36928,12359,1,26012,46738,26012,6528,12359,1,46738,5418,8,6528,12359,1,1,46738,447,4
9173,20414,2,2,18057,1573,2,6973,13810,25144,2,25144,25726,20414,2,6973,18057,6973,1573,20414,2,18057,13810,5,1573,20414,2,2,18057,25144,4
9174,32434,1,1,44917,24153,1,29851,9179,24326,1,24326,15324,32434,1,29851,44917,29851,24153,32434,1,44917,9179,5,24153,32434,1,1,44917,24326,4
9175,15962,2,2,9762,24585,2,14452,8849,13033,2,13033,49541,15962,2,14452,9762,14452,24585,15962,2,9762,8849,4,24585,15962,2,2,9762,13033,4
9176,18244,1,2,3043,21394,2,12789,2227,49806,1,49806,34659,18244,1,12789,3043,12789,21394,18244,1,3043,2227,8,21394,18244,1,2,3043,49806,4
9177,7056,2,2,27129,21153,2,45969,34822,48298,1,48298,11584,7056,1,45969,27129,45969,21153,7056,1,27129,34822,3,21153,7056,2,2,27129,48298,4
9178,46362,2,2,14794,36170,2,10168,368,45883,1,45883,41625,46362,1,10168,14794,10168,36170,46362,1,14794,368,9,36170,46362,2,2,14794,45883,4
9179,10278,1,1,18226,26393,1,19423,7543,4363,2,4363,22145,10278,2,19423,18226,19423,26393,10278,2,18226,7543,9,26393,10278,1,1,18226,4363,4
9180,19666,1,2,35041,3236,2,28841,23623,9645,1,9645,40864,19666,1,28841,35041,28841,3236,19666,1,35041,23623,8,3236,19666,1,2,35041,9645,4
9181,41189,1,2,25336,15170,2,20044,37515,5409,1,5409,37048,41189,1,20044,25336,20044,15170,41189,1,25336,37515,4,15170,41189,1,2,25336,5409,4
9182,36862,1,2,16632,22309,2,9230,33966,39385,2,39385,16612,36862,2,9230,16632,9230,22309,36862,2,16632,33966,9,22309,36862,1,2,16632,39385,4
9183,36416,2,2,15766,33987,2,8588,18825,42768,2,42768,45850,36416,2,8588,15766,8588,33987,36416,2,15766,18825,5,33987,36416,2,2,15766,42768,4
9184,49196,2,1,22051,15396,1,33315,41889,7068,2,7068,47887,49196,2,33315,22051,33315,15396,49196,2,22051,41889,6,15396,49196,2,1,22051,7068,4
9185,34411,2,1,26271,321,1,20062,8097,39094,2,39094,39205,34411,2,20062,26271,20062,321,34411,2,26271,8097,5,321,34411,2,1,26271,39094,4
9186,8477,2,2,11467,18934,2,31402,6130,30493,2,30493,36399,8477,2,31402,11467,31402,18934,8477,2,11467,6130,7,18934,8477,2,2,11467,30493,4
9187,17031,2,1,3811,47288,1,27873,27723,40340,1,40340,38455,17031,1,27873,3811,27873,47288,17031,1,3811,27723,3,47288,17031,2,1,3811,40340,4
9188,13529,1,2,35889,33731,2,36173,16023,29950,1,29950,36076,13529,1,36173,35889,36173,33731,13529,1,35889,16023,9,33731,13529,1,2,35889,29950,4
9189,19575,1,1,22399,31361,1,3776,6968,1813,1,1813,49206,19575,1,3776,22399,3776,31361,19575,1,22399,6968,4,31361,19575,1,1,22399,1813,4
9190,35885,1,1,30304,31063,1,4026,40627,19501,1,19501,24606,35885,1,4026,30304,4026,31063,35885,1,30304,40627,9,31063,35885,1,1,30304,19501,4
9191,16226,2,2,44702,13336,2,23314,32474,5707,2,5707,48148,16226,2,23314,44702,23314,13336,16226,2,44702,32474,5,13336,16226,2,2,44702,5707,4
9192,40738,2,2,44876,16238,2,11476,25147,31928,2,31928,38075,40738,2,11476,44876,11476,16238,40738,2,44876,25147,6,16238,40738,2,2,44876,31928,4
9193,31777,2,2,39137,5031,2,15890,14960,5155,2,5155,38883,31777,2,15890,39137,15890,5031,31777,2,39137,14960,5,5031,31777,2,2,39137,5155,4
9194,13213,2,2,10133,9937,2,23560,25139,32452,2,32452,11310,13213,2,23560,10133,23560,9937,13213,2,10133,25139,7,9937,13213,2,2,10133,32452,4
9195,47387,1,2,28025,12416,2,6421,30233,35155,2,35155,10754,47387,2,6421,28025,6421,12416,47387,2,28025,30233,3,12416,47387,1,2,28025,35155,4
9196,23087,2,2,37979,42366,2,17682,35571,7735,1,7735,37083,23087,1,17682,37979,17682,42366,23087,1,37979,35571,5,42366,23087,2,2,37979,7735,4
9197,7965,2,1,9664,37688,1,21661,37888,14953,2,14953,16681,7965,2,21661,9664,21661,37688,7965,2,9664,37888,10,37688,7965,2,1,9664,14953,4
9198,34597,1,1,35512,9206,1,30984,191,49111,2,49111,5000,34597,2,30984,35512,30984,9206,34597,2,35512,191,4,9206,34597,1,1,35512,49111,4
9199,3362,2,2,37665,12083,2,19456,8989,45944,2,45944,1182,3362,2,19456,37665,19456,12083,3362,2,37665,8989,7,12083,3362,2,2,37665,45944,4
9200,32793,2,1,7472,38922,1,48974,21996,14833,2,14833,32124,32793,2,48974,7472,48974,38922,32793,2,7472,21996,10,38922,32793,2,1,7472,14833,4
9201,4771,2,1,28347,1447,1,32590,17333,21237,1,21237,433,4771,1,32590,28347,32590,1447,4771,1,28347,17333,9,1447,4771,2,1,28347,21237,4
9202,28471,2,1,36804,32866,1,23985,6301,19244,1,19244,16488,28471,1,23985,36804,23985,32866,28471,1,36804,6301,4,32866,28471,2,1,36804,19244,4
9203,45819,2,2,14586,2579,2,43353,10716,28169,1,28169,34122,45819,1,43353,14586,43353,2579,45819,1,14586,10716,7,2579,45819,2,2,14586,28169,4
9204,18496,1,1,49085,37779,1,8786,44601,494,1,494,46750,18496,1,8786,49085,8786,37779,18496,1,49085,44601,8,37779,18496,1,1,49085,494,4
9205,44866,2,1,3621,27655,1,43832,44017,42834,1,42834,18184,44866,1,43832,3621,43832,27655,44866,1,3621,44017,3,27655,44866,2,1,3621,42834,4
9206,22848,2,2,42171,32184,2,2779,15683,46057,1,46057,42406,22848,1,2779,42171,2779,32184,22848,1,42171,15683,8,32184,22848,2,2,42171,46057,4
9207,2312,2,2,42044,25173,2,29108,32945,2314,2,2314,7307,2312,2,29108,42044,29108,25173,2312,2,42044,32945,7,25173,2312,2,2,42044,2314,4
9208,18073,1,1,20603,47074,1,994,3465,5930,2,5930,30637,18073,2,994,20603,994,47074,18073,2,20603,3465,7,47074,18073,1,1,20603,5930,4
9209,9809,2,1,30026,7519,1,46706,10864,41688,1,41688,21888,9809,1,46706,30026,46706,7519,9809,1,30026,10864,10,7519,9809,2,1,30026,41688,4
9210,48119,1,2,29809,33863,2,8322,10466,17313,2,17313,23697,48119,2,8322,29809,8322,33863,48119,2,29809,10466,8,33863,48119,1,2,29809,17313,4
9211,10265,2,2,10269,3693,2,36614,34323,32441,1,32441,41892,10265,1,36614,10269,36614,3693,10265,1,10269,34323,10,3693,10265,2,2,10269,32441,4
9212,7361,1,2,14839,21505,2,10030,36693,24486,2,24486,44103,7361,2,10030,14839,10030,21505,7361,2,14839,36693,5,21505,7361,1,2,14839,24486,4
9213,43660,1,1,41937,1421,1,17425,6989,18548,2,18548,19462,43660,2,17425,41937,17425,1421,43660,2,41937,6989,3,1421,43660,1,1,41937,18548,4
9214,32780,1,2,40115,35111,2,35591,14449,20017,1,20017,40013,32780,1,35591,40115,35591,35111,32780,1,40115,14449,4,35111,32780,1,2,40115,20017,4
9215,330,2,1,16641,41470,1,30637,17684,7692,2,7692,14391,330,2,30637,16641,30637,41470,330,2,16641,17684,6,41470,330,2,1,16641,7692,4
